,nominee_type,year,winner,award,title
5566,people,1981,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Linda Kelsey
5567,people,1981,True,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Valerie Bertinelli
5568,people,1981,True,Best Performance by an Actress In A Television Series - Drama,Yoko Shimada
5569,people,1981,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Beverly D'Angelo
5570,people,1981,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Irene Cara
5571,people,1981,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Bette Midler
5572,people,1981,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Dolly Parton
5573,people,1981,True,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Sissy Spacek
5574,people,1981,False,Best Original Score - Motion Picture,Michael Gore
5575,people,1981,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Polly Holliday
5576,people,1981,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cathy Moriarty
5577,people,1981,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Loni Anderson
5578,people,1981,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lucie Arnaz
5579,people,1981,False,Best Director - Motion Picture,Martin Scorsese
5580,film,1981,True,Best Motion Picture – Non-English Language,Tess
5581,people,1981,False,Best Original Score - Motion Picture,John Barry
5582,people,1981,True,Best Original Score - Motion Picture,Dominic Frontiere
5583,people,1981,False,Best Director - Motion Picture,David Lynch
5584,people,1981,False,Best Director - Motion Picture,Roman Polanski
5585,people,1981,False,Best Director - Motion Picture,Richard Rush
5586,people,1981,False,Best Original Score - Motion Picture,John Williams
5587,people,1981,True,Best Director - Motion Picture,Robert Redford
5588,film,1981,False,Best Motion Picture – Non-English Language,Kagemusha (The Shadow Warrior)
5589,film,1981,False,Best Motion Picture – Non-English Language,The Last Metro
5590,film,1981,False,Best Motion Picture – Non-English Language,My Brilliant Career
5591,film,1981,False,Best Motion Picture – Non-English Language,Special Treatment
5592,film,1981,False,Best Motion Picture – Non-English Language,Breaker Morant
5593,film,1980,True,Best Motion Picture - Musical or Comedy,Breaking Away
5594,film,1980,False,Best Motion Picture - Drama,Norma Rae
5595,film,1980,True,Best Motion Picture - Drama,Kramer vs. Kramer
5596,film,1980,False,Best Motion Picture - Musical or Comedy,Being There
5597,film,1980,False,Best Motion Picture - Musical or Comedy,Hair
5598,film,1980,False,Best Motion Picture - Musical or Comedy,The Rose
5599,film,1980,False,Best Motion Picture - Musical or Comedy,10
5600,people,1980,False,Best Screenplay - Motion Picture,Steve Tesich
5601,people,1980,False,Best Screenplay - Motion Picture,Robert C. Jones
5602,people,1980,False,Best Screenplay - Motion Picture,James Bridges
5603,people,1980,False,Best Screenplay - Motion Picture,Harriet Frank Jr.
5604,people,1980,False,New Star Of The Year - Actress,Susan Anton
5605,film,1980,False,Best Motion Picture - Drama,The China Syndrome
5606,people,1980,False,New Star Of The Year - Actress,Lisa Eichhorn
5607,people,1980,False,New Star Of The Year - Actress,Bo Derek
5608,film,1980,False,Best Motion Picture - Drama,Manhattan
5609,people,1980,False,Best Performance by an Actor In A Television Series - Drama,James Garner
5610,film,1980,False,Best Motion Picture - Drama,Apocalypse Now
5611,people,1980,True,Best Performance by an Actor in a Motion Picture - Drama,Dustin Hoffman
5612,people,1980,False,Best Performance by an Actor in a Television Series - Musical or Comedy,John Ritter
5613,people,1980,True,New Star Of The Year - Actress,Bette Midler
5614,people,1980,False,Best Performance by an Actor in a Motion Picture - Drama,Jack Lemmon
5615,people,1980,False,Best Performance by an Actor in a Motion Picture - Drama,Al Pacino
5616,people,1980,False,Best Performance by an Actor in a Motion Picture - Drama,Jon Voight
5617,people,1980,False,Best Performance by an Actor in a Motion Picture - Drama,James Woods
5618,people,1980,False,Best Performance by an Actor In A Television Series - Drama,Richard Chamberlain
5619,people,1980,True,Best Screenplay - Motion Picture,Robert Benton
5620,people,1980,False,Best Performance by an Actor In A Television Series - Drama,Erik Estrada
5621,people,1980,False,Best Performance by an Actor In A Television Series - Drama,John Houseman
5622,people,1980,False,Best Performance by an Actor In A Television Series - Drama,Martin Sheen
5623,people,1980,False,Best Performance by an Actor In A Television Series - Drama,Robert Ulrich
5624,people,1980,False,Best Performance by an Actor In A Television Series - Drama,Robert Wagner
5625,people,1980,True,Best Performance by an Actor In A Television Series - Drama,Ed Asner
5626,people,1980,False,New Star Of The Year - Actress,Lynn-Holly Johnson
5627,people,1980,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Wilfred Hyde-White
5628,people,1980,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Loretta Swit
5629,people,1980,False,New Star Of The Year,Treat Williams
5630,people,1980,False,Best Original Score - Motion Picture,Jerry Goldsmith
5631,people,1980,True,New Star Of The Year - Actor,Ricky/Rick Schroder
5632,people,1980,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jane Alexander
5633,people,1980,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kathleen Beller
5634,people,1980,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Candice Bergen
5635,people,1980,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Valerie Harper
5636,people,1980,True,Best Performance by an Actress in a Supporting Role in any Motion Picture,Meryl Streep
5637,people,1980,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Loni Anderson
5638,people,1980,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Marilu Henner
5639,song,1980,False,Best Original Song - Motion Picture,Through the Eyes of Love (Theme from Ice Castles)
5640,people,1980,False,New Star Of The Year - Actor,Justin Henry
5641,song,1980,True,Best Original Song - Motion Picture,The Rose
5642,people,1980,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Robin Williams
5643,people,1980,True,Best Performance by an Actor in a Television Series - Musical or Comedy,Alan Alda
5644,people,1980,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Frederic Forrest
5645,people,1980,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Justin Henry
5646,people,1980,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Laurence Olivier
5647,people,1980,True,Best Performance by an Actor in a Supporting Role in any Motion Picture,Robert Duvall
5648,people,1980,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jeff Conaway
5649,people,1980,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Tony Danza
5650,people,1980,False,New Star Of The Year - Actor,Dean-Paul Martin
5651,people,1980,False,New Star Of The Year - Actor,Dennis Christopher
5652,people,1980,True,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Danny DeVito
5653,people,1980,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julie Andrews
5654,film,1980,True,Best Motion Picture – Non-English Language,"Cage aux Folles, La"
5655,people,1980,True,World Film Favorites,Jane Fonda
5656,people,1980,True,World Film Favorites,Roger Moore
5657,people,1980,False,Best Director - Motion Picture,Robert Benton
5658,people,1980,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Penny Marshall
5659,people,1980,True,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Bette Midler
5660,people,1980,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Marsha Mason
5661,people,1980,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Shirley MacLaine
5662,people,1980,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jill Clayburgh
5663,people,1980,True,Best Performance by an Actress In A Television Series - Drama,Natalie Wood
5664,people,1980,False,Best Original Score - Motion Picture,Lalo Schifrin
5665,people,1980,True,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Polly Holliday
5666,people,1980,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Linda Kelsey
5667,people,1980,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Beth Howland
5668,people,1980,False,Best Director - Motion Picture,Hal Ashby
5669,people,1980,True,Best Original Score - Motion Picture,Carmine Coppola
5670,people,1980,False,Best Original Score - Motion Picture,Henry Mancini
5671,people,1980,False,Best Original Score - Motion Picture,Jerry Goldsmith
5672,people,1980,False,Best Original Score - Motion Picture,Georges Delerue
5673,people,1980,False,Best Original Score - Motion Picture,Carmine Coppola
5674,people,1980,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",David Doyle
5675,people,1980,True,Best Performance by an Actor in a Supporting Role in any Motion Picture,Melvyn Douglas
5676,people,1980,True,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Vic Tayback
5677,people,1980,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Jean Stapleton
5678,tv-show,1980,False,Television Movie,Friendly Fire
5679,tv-show,1980,False,Television Movie,Like Normal People
5680,tv-show,1980,False,Television Movie,The Miracle Worker
5681,tv-show,1980,True,Television Movie,All Quiet on the Western Front
5682,tv-show,1980,False,Best Television Series - Drama,Backstairs at The White House
5683,tv-show,1980,False,Best Television Series - Drama,Centennial
5684,tv-show,1980,False,Best Television Series - Drama,Dallas
5685,tv-show,1980,False,Best Television Series - Drama,The Rockford Files
5686,tv-show,1980,False,Best Television Series - Drama,Roots: The Next Generations
5687,tv-show,1980,True,Best Television Series - Drama,Lou Grant
5688,tv-show,1980,False,Best Television Series - Musical or Comedy,The Associates
5689,tv-show,1980,False,Best Television Series - Musical or Comedy,The Love Boat
5690,tv-show,1980,False,Best Television Series - Musical or Comedy,M*A*S*H (TV Show)
5691,tv-show,1980,True,Best Television Series - Musical or Comedy,Alice
5692,tv-show,1980,True,Best Television Series - Musical or Comedy,Taxi
5693,song,1980,False,Best Original Song - Motion Picture,Better Than Ever
5694,people,1980,False,Best Director - Motion Picture,James Bridges
5695,people,1980,False,Best Director - Motion Picture,Peter Yates
5696,people,1980,True,Best Director - Motion Picture,Francis Ford Coppola
5697,film,1980,False,Best Motion Picture – Non-English Language,The Europeans
5698,film,1980,False,Best Motion Picture – Non-English Language,The Marriage of Maria Braun
5699,film,1980,False,Best Motion Picture – Non-English Language,Soldier of Orange
5700,film,1980,False,Best Motion Picture – Non-English Language,Till Marriage Do Us Part
5701,song,1980,False,Best Original Song - Motion Picture,The Main Event
5702,song,1980,False,Best Original Song - Motion Picture,The Rainbow Connection
5703,people,1980,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Donna Pescow
5704,people,1980,True,Best Performance by an Actress in a Television Series - Musical or Comedy,Linda Lavin
5705,people,1980,False,Best Performance by an Actress in a Motion Picture - Drama,Jill Clayburgh
5706,people,1980,False,Best Performance by an Actress in a Motion Picture - Drama,Marsha Mason
5707,people,1980,False,Best Performance by an Actress In A Television Series - Drama,Sada Thompson
5708,people,1980,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,George Hamilton
5709,people,1980,False,Best Performance by an Actress In A Television Series - Drama,Stefanie Powers
5710,people,1980,False,Best Performance by an Actress In A Television Series - Drama,Kate Mulgrew
5711,people,1980,False,Best Performance by an Actress In A Television Series - Drama,Barbara Bel Geddes
5712,people,1980,True,Best Performance by an Actress in a Motion Picture - Drama,Sally Field
5713,people,1980,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Judd Hirsch
5714,tv-show,1980,False,Television Movie,None
5715,people,1980,False,Best Performance by an Actress in a Motion Picture - Drama,Jane Fonda
5716,people,1980,False,Best Performance by an Actress in a Motion Picture - Drama,Lisa Eichhorn
5717,people,1980,True,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Peter Sellers
5718,people,1980,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Roy Scheider
5719,people,1980,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Burt Reynolds
5720,people,1980,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Dudley Moore
5721,people,1979,True,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Ellen Burstyn
5722,people,1979,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Marilu Henner
5723,people,1979,True,Best Performance by an Actress in a Supporting Role in any Motion Picture,Dyan Cannon
5724,people,1979,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Julie Kavner
5725,people,1979,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Linda Kelsey
5726,people,1979,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Audra Lindley
5727,people,1979,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Nancy Walker
5728,people,1979,True,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Polly Holliday
5729,people,1979,True,Best Performance by an Actress In A Television Series - Drama,Rosemary Harris
5730,people,1979,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jacqueline Bisset
5731,people,1979,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Goldie Hawn
5732,people,1979,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Olivia Newton-John
5733,people,1979,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Danny DeVito
5734,people,1979,True,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Maggie Smith
5735,people,1979,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Bruce Dern
5736,people,1979,True,Best Performance by an Actress in a Motion Picture - Drama,Jane Fonda
5737,people,1979,False,Best Performance by an Actress in a Motion Picture - Drama,Geraldine Page
5738,people,1979,False,Best Performance by an Actress in a Motion Picture - Drama,Glenda Jackson
5739,people,1979,False,Best Performance by an Actress in a Motion Picture - Drama,Jill Clayburgh
5740,people,1979,False,Best Performance by an Actress in a Motion Picture - Drama,Ingrid Bergman
5741,people,1979,True,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Norman Fell
5742,people,1979,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Andy Kaufman
5743,people,1979,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Pat Harrington
5744,people,1979,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Meryl Streep
5745,people,1979,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jeff Conaway
5746,people,1979,True,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Hurt
5747,people,1979,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Christopher Walken
5748,people,1979,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Robert Morley
5749,people,1979,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Dudley Moore
5750,people,1979,True,Best Performance by an Actor in a Television Series - Musical or Comedy,Robin Williams
5751,people,1979,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Carol Burnett
5752,people,1979,False,Best Performance by an Actor in a Television Series - Musical or Comedy,John Ritter
5753,people,1979,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Gavin MacLeod
5754,people,1979,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Judd Hirsch
5755,people,1979,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Alan Alda
5756,people,1979,True,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Warren Beatty
5757,people,1979,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,John Travolta
5758,people,1979,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,George C. Scott
5759,people,1979,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Chevy Chase
5760,people,1979,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Gary Busey
5761,people,1979,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Alan Alda
5762,people,1979,True,Best Performance by an Actress in a Television Series - Musical or Comedy,Linda Lavin
5763,people,1979,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Jean Stapleton
5764,people,1979,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Suzanne Somers
5765,people,1979,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Penny Marshall
5766,people,1979,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mona Washbourne
5767,people,1979,False,Best Original Score - Motion Picture,Leonard Rosenman
5768,people,1979,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Maureen Stapleton
5769,people,1979,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Carol Burnett
5770,people,1979,False,Best Screenplay - Motion Picture,Paul Mazursky
5771,people,1979,False,Best Screenplay - Motion Picture,Woody Allen
5772,people,1979,False,Best Screenplay - Motion Picture,Colin Higgins
5773,people,1979,False,Best Screenplay - Motion Picture,Deric Washburn
5774,people,1979,False,Best Screenplay - Motion Picture,Robert C. Jones
5775,film,1979,True,Best Motion Picture - Musical or Comedy,Heaven Can Wait
5776,film,1979,False,Best Motion Picture - Musical or Comedy,Movie Movie
5777,film,1979,False,Best Motion Picture - Musical or Comedy,Grease
5778,film,1979,False,Best Motion Picture - Musical or Comedy,Foul Play
5779,film,1979,False,Best Motion Picture - Musical or Comedy,California Suite
5780,film,1979,True,Best Motion Picture - Drama,Midnight Express
5781,film,1979,False,Best Motion Picture - Drama,"Unmarried Woman, An"
5782,film,1979,False,Best Motion Picture - Drama,The Deer Hunter
5783,film,1979,False,Best Motion Picture - Drama,Days of Heaven
5784,film,1979,False,Best Motion Picture - Drama,Coming Home
5785,people,1979,True,Best Screenplay - Motion Picture,Oliver Stone
5786,people,1979,True,Best Performance by an Actor In A Television Series - Drama,Michael Moriarty
5787,people,1979,False,Best Performance by an Actor In A Television Series - Drama,Michael Landon
5788,people,1979,False,Best Performance by an Actor In A Television Series - Drama,John Houseman
5789,people,1979,False,Best Performance by an Actor In A Television Series - Drama,Richard Hatch
5790,people,1979,False,Best Performance by an Actor In A Television Series - Drama,James Garner
5791,people,1979,False,Best Performance by an Actor In A Television Series - Drama,Ed Asner
5792,people,1979,True,Best Performance by an Actor in a Motion Picture - Drama,Jon Voight
5793,people,1979,False,Best Performance by an Actor in a Motion Picture - Drama,Gregory Peck
5794,people,1979,False,Best Performance by an Actor in a Motion Picture - Drama,Anthony Hopkins
5795,people,1979,False,Best Performance by an Actor in a Motion Picture - Drama,Robert De Niro
5796,people,1979,False,Best Performance by an Actor in a Motion Picture - Drama,Brad Davis
5797,people,1979,False,New Star Of The Year - Actress,Anne Ditchburn
5798,people,1979,False,New Star Of The Year - Actress,Annie Potts
5799,people,1979,False,New Star Of The Year - Actress,Anita Skinner
5800,people,1979,False,Best Director - Motion Picture,Hal Ashby
5801,people,1979,True,World Film Favorites,John Travolta
5802,people,1979,True,World Film Favorites,Jane Fonda
5803,film,1979,True,Best Motion Picture – Non-English Language,Autumn Sonata
5804,film,1979,False,Best Motion Picture – Non-English Language,Lemon Popsicle
5805,film,1979,False,Best Motion Picture – Non-English Language,Get Out Your Handkerchiefs
5806,film,1979,False,Best Motion Picture – Non-English Language,"Dream of Passion, A"
5807,film,1979,False,Best Motion Picture – Non-English Language,Dona Flor and Her Two Husbands
5808,film,1979,False,Best Motion Picture – Non-English Language,Death on the Nile
5809,people,1979,True,Best Director - Motion Picture,Michael Cimino
5810,people,1979,False,Best Director - Motion Picture,Alan Parker
5811,people,1979,False,Best Director - Motion Picture,Paul Mazursky
5812,people,1979,False,Best Director - Motion Picture,Terrence Malick
5813,people,1979,False,Best Director - Motion Picture,Woody Allen
5814,people,1979,False,New Star Of The Year - Actress,Mary Steenburgen
5815,people,1979,True,Best Original Score - Motion Picture,Giorgio Moroder
5816,people,1979,False,Best Original Score - Motion Picture,Bill Conti
5817,people,1979,False,Best Original Score - Motion Picture,John Williams
5818,people,1979,False,Best Performance by an Actress In A Television Series - Drama,Kristy McNichol
5819,people,1979,False,Best Original Score - Motion Picture,Chuck Mangione
5820,people,1979,True,New Star Of The Year - Actor,Brad Davis
5821,people,1979,False,New Star Of The Year - Actor,Andrew Stevens
5822,people,1979,False,New Star Of The Year - Actor,Eric Roberts
5823,people,1979,False,New Star Of The Year - Actor,Doug McKeon
5824,people,1979,False,New Star Of The Year - Actor,Harry Hamlin
5825,people,1979,False,New Star Of The Year - Actor,Chevy Chase
5826,people,1979,True,New Star Of The Year - Actress,Irene Miracle
5827,people,1979,False,Best Performance by an Actress In A Television Series - Drama,Kate Jackson
5828,tv-show,1979,False,Television Movie,Ziegfeld: The Man and His Women
5829,people,1979,False,Best Performance by an Actress In A Television Series - Drama,Lee Remick
5830,tv-show,1979,True,Best Television Series - Drama,60 Minutes
5831,people,1979,False,Best Performance by an Actress In A Television Series - Drama,Sada Thompson
5832,song,1979,False,Best Original Song - Motion Picture,You're the One That I Want
5833,song,1979,False,Best Original Song - Motion Picture,Ready To Take a Chance Again
5834,song,1979,False,Best Original Song - Motion Picture,The Last Time I Felt Like This
5835,song,1979,True,Best Original Song - Motion Picture,Last Dance
5836,song,1979,False,Best Original Song - Motion Picture,Grease
5837,tv-show,1979,False,Best Television Series - Musical or Comedy,Three's Company
5838,tv-show,1979,False,Best Television Series - Musical or Comedy,The Love Boat
5839,tv-show,1979,False,Best Television Series - Musical or Comedy,All In The Family
5840,tv-show,1979,False,Best Television Series - Musical or Comedy,Alice
5841,tv-show,1979,True,Best Television Series - Musical or Comedy,Taxi
5842,tv-show,1979,False,Best Television Series - Drama,Lou Grant
5843,tv-show,1979,False,Best Television Series - Drama,Family
5844,tv-show,1979,False,Best Television Series - Drama,Battlestar Galactica
5845,tv-show,1979,True,Television Movie,"Family Upside Down, A"
5846,tv-show,1979,False,Television Movie,The Bastard
5847,tv-show,1979,False,Television Movie,"Question of Love, A"
5848,tv-show,1979,False,Television Movie,Little Women
5849,tv-show,1979,False,Television Movie,The Immigrants
5850,tv-show,1979,False,Best Television Series - Drama,Holocaust
5851,tv-show,1979,False,Television Movie,First You Cry
5852,people,1978,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Mikhail Baryshnikov
5853,people,1978,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Hal Linden
5854,people,1978,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Carroll O'Connor
5855,people,1978,True,Best Performance by an Actor in a Television Series - Musical or Comedy,Ron Howard
5856,people,1978,True,Best Performance by an Actor in a Television Series - Musical or Comedy,Henry Winkler
5857,people,1978,True,Best Performance by an Actor in a Supporting Role in any Motion Picture,Peter Firth
5858,people,1978,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Alec Guinness
5859,people,1978,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jason Robards Jr.
5860,people,1978,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Maximilian Schell
5861,people,1978,False,Best Performance by an Actress in a Motion Picture - Drama,Anne Bancroft
5862,people,1978,False,Best Performance by an Actress in a Motion Picture - Drama,Diane Keaton
5863,people,1978,True,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Richard Dreyfuss
5864,people,1978,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Alan Alda
5865,people,1978,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Beatrice Arthur
5866,people,1978,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,John Travolta
5867,people,1978,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robert De Niro
5868,people,1978,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Woody Allen
5869,people,1978,True,Best Performance by an Actress in a Television Series - Musical or Comedy,Carol Burnett
5870,people,1978,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Cindy Williams
5871,people,1978,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Jean Stapleton
5872,people,1978,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Isabel Sanford
5873,people,1978,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Penny Marshall
5874,people,1978,False,Best Performance by an Actress in a Motion Picture - Drama,Gena Rowlands
5875,people,1978,True,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Marsha Mason
5876,people,1978,True,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Diane Keaton
5877,people,1978,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Lily Tomlin
5878,people,1978,False,Best Performance by an Actress in a Motion Picture - Drama,Kathleen Quinlan
5879,tv-show,1978,False,Best Television Series - Drama,Charlie's Angels
5880,people,1978,True,Best Performance by an Actress in a Motion Picture - Drama,Jane Fonda
5881,people,1978,False,Best Performance by an Actress In A Television Series - Drama,Angie Dickinson
5882,film,1978,False,Best Motion Picture – Non-English Language,Cría Cuervos
5883,song,1978,True,Best Original Song - Motion Picture,You Light Up My Life
5884,song,1978,False,Best Original Song - Motion Picture,Nobody Does It Better
5885,song,1978,False,Best Original Song - Motion Picture,None
5886,song,1978,False,Best Original Song - Motion Picture,How Deep Is Your Love?
5887,song,1978,False,Best Original Song - Motion Picture,Deep Down Inside
5888,tv-show,1978,True,Best Television Series - Musical or Comedy,All In The Family
5889,tv-show,1978,False,Best Television Series - Musical or Comedy,Laverne & Shirley
5890,tv-show,1978,False,Best Television Series - Musical or Comedy,Happy Days
5891,tv-show,1978,False,Best Television Series - Musical or Comedy,The Carol Burnett Show
5892,tv-show,1978,False,Best Television Series - Musical or Comedy,Barney Miller
5893,tv-show,1978,True,Best Television Series - Drama,Roots
5894,tv-show,1978,False,Best Television Series - Drama,Upstairs/Downstairs
5895,tv-show,1978,False,Best Television Series - Drama,Starsky & Hutch
5896,tv-show,1978,False,Best Television Series - Drama,Family
5897,tv-show,1978,False,Best Television Series - Drama,Columbo
5898,people,1978,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Sally Field
5899,tv-show,1978,True,Television Movie,Raid on Entebbe
5900,tv-show,1978,False,Television Movie,Something For Joey
5901,tv-show,1978,False,Television Movie,Mary White
5902,tv-show,1978,False,Television Movie,Mary Jane Harper Cried Last Night
5903,tv-show,1978,False,Television Movie,Just a Little Inconvenience
5904,people,1978,False,Best Performance by an Actress In A Television Series - Drama,Lindsay Wagner
5905,people,1978,False,Best Performance by an Actress In A Television Series - Drama,Leslie Uggams
5906,people,1978,False,Best Performance by an Actress In A Television Series - Drama,Kate Jackson
5907,people,1978,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Liza Minnelli
5908,people,1978,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Mel Brooks
5909,people,1978,True,Best Performance by an Actress In A Television Series - Drama,Lesley Ann Warren
5910,people,1978,True,Best Screenplay - Motion Picture,Neil Simon
5911,people,1978,False,Best Screenplay - Motion Picture,Woody Allen
5912,film,1978,True,Best Motion Picture - Musical or Comedy,The Goodbye Girl
5913,film,1978,False,Best Motion Picture - Musical or Comedy,Saturday Night Fever
5914,film,1978,False,Best Motion Picture - Musical or Comedy,"New York, New York"
5915,film,1978,False,Best Motion Picture - Musical or Comedy,High Anxiety
5916,film,1978,False,Best Motion Picture - Musical or Comedy,Annie Hall
5917,film,1978,True,Best Motion Picture - Drama,The Turning Point
5918,film,1978,False,Best Motion Picture - Drama,Star Wars: Episode IV - A New Hope
5919,film,1978,False,Best Motion Picture - Drama,Julia
5920,film,1978,False,Best Motion Picture - Drama,Close Encounters of the Third Kind
5921,people,1978,True,Best Performance by an Actor In A Television Series - Drama,Ed Asner
5922,people,1978,False,Best Screenplay - Motion Picture,Alvin Sargent
5923,people,1978,False,Best Performance by an Actor In A Television Series - Drama,Telly Savalas
5924,people,1978,False,Best Performance by an Actor In A Television Series - Drama,James Garner
5925,people,1978,False,Best Performance by an Actor In A Television Series - Drama,Peter Falk
